horse_id,dist,dist_m,dist_f,runs,1st,2nd,3rd,4th,win_%
hrs_29592507,3m½f,4929,24.5f,1,1,0,0,0,1.0
hrs_29592507,2m,3219,16f,1,0,0,0,0,0.0
hrs_29592507,3m2f,5230,26f,1,0,0,1,0,0.0
hrs_29592507,2m5f,4225,21f,1,0,0,0,0,0.0
hrs_29592507,2m3½f,3914,19.5f,1,0,0,0,0,0.0
hrs_29592507,2m6½f,4527,22.5f,1,0,1,0,0,0.0
hrs_29592507,2m7½f,4727,23.5f,1,1,0,0,0,1.0
hrs_28220472,3m½f,4964,24.5f,3,0,1,1,0,0.0
hrs_28220472,3m,4822,24f,3,1,0,0,0,0.33
hrs_28220472,2m4f,4064,20f,2,0,1,0,0,0.0
hrs_28220472,3m2f,5231,26f,2,0,0,0,1,0.0
hrs_28220472,2m7f,4627,23f,1,0,0,1,0,0.0
hrs_28220472,3m1½f,5080,25.5f,1,0,0,0,0,0.0
hrs_28220472,2m4½f,4075,20.5f,1,1,0,0,0,1.0
hrs_28220472,3m4½f,5766,28.5f,1,0,0,0,0,0.0
hrs_28220472,3m1f,5029,25f,1,0,0,0,0,0.0
hrs_28220472,2m5f,4225,21f,1,0,0,1,0,0.0
hrs_28220472,2m6f,4450,22f,1,0,0,0,0,0.0
hrs_28220472,2m½f,3282,16.5f,1,1,0,0,0,1.0
hrs_23219063,2m7½f,4705,23.5f,4,1,1,2,0,0.25
hrs_23219063,3m,4791,24f,3,0,1,0,0,0.0
hrs_23219063,3m2f,5230,26f,3,2,0,0,0,0.67
hrs_23219063,3m1f,5038,25f,2,1,1,0,0,0.5
hrs_23219063,4m,6397,32f,1,0,0,0,0,0.0
hrs_23219063,2m3½f,3914,19.5f,1,0,0,0,1,0.0
hrs_23219063,3m3½f,5496,27.5f,1,0,0,0,0,0.0
hrs_23219063,3m7½f,6306,31.5f,1,0,0,0,0,0.0
hrs_23219063,3m½f,4905,24.5f,1,1,0,0,0,1.0
hrs_23219063,2m,3184,16f,1,0,0,0,0,0.0
hrs_21512316,2m4f,4023,20f,5,0,0,1,1,0.0
hrs_21512316,3m,4862,24f,5,0,2,0,0,0.0
hrs_21512316,2m7½f,4716,23.5f,3,1,0,0,1,0.33
hrs_21512316,3m½f,4901,24.5f,3,0,0,0,0,0.0
hrs_21512316,2m4½f,4124,20.5f,3,1,1,0,1,0.33
hrs_21512316,2m5½f,4276,21.5f,3,2,0,1,0,0.67
hrs_21512316,3m2f,5230,26f,2,0,0,0,0,0.0
hrs_21512316,2m3f,3822,19f,2,1,0,1,0,0.5
hrs_21512316,2m6½f,4527,22.5f,2,0,0,2,0,0.0
hrs_21512316,2m,3219,16f,2,0,1,0,1,0.0
hrs_21512316,2m3½f,3914,19.5f,1,0,0,0,1,0.0
hrs_21512316,2m½f,3333,16.5f,1,1,0,0,0,1.0
hrs_21512316,2m2f,3653,18f,1,0,0,0,0,0.0
hrs_21512316,2m7f,4579,23f,1,0,0,0,0,0.0
hrs_23490082,3m,4822,24f,5,1,0,0,0,0.2
hrs_23490082,2m5f,4225,21f,2,0,1,0,0,0.0
hrs_23490082,3m½f,4905,24.5f,1,1,0,0,0,1.0
hrs_23490082,3m1½f,5080,25.5f,1,0,0,0,1,0.0
hrs_23490082,2m1½f,3568,17.5f,1,0,0,1,0,0.0
hrs_23490082,2m½f,3336,16.5f,1,1,0,0,0,1.0
hrs_23490082,2m6½f,4511,22.5f,1,1,0,0,0,1.0
hrs_23490082,3m2f,5230,26f,1,0,0,0,0,0.0
hrs_22983233,2m3½f,3972,19.5f,3,1,1,0,0,0.33
hrs_22983233,2m4f,3995,20f,3,0,2,0,0,0.0
hrs_22983233,3m4½f,5726,28.5f,2,1,1,0,0,0.5
hrs_22983233,3m,4862,24f,2,0,0,1,0,0.0
hrs_22983233,3m2f,5230,26f,2,0,0,0,0,0.0
hrs_22983233,2m7f,4627,23f,2,0,0,0,2,0.0
hrs_22983233,2m4½f,4131,20.5f,1,0,0,0,1,0.0
hrs_22983233,2m6½f,4540,22.5f,1,1,0,0,0,1.0
hrs_22983233,3m5½f,5920,29.5f,1,0,0,0,0,0.0
hrs_22983233,2m3f,3867,19f,1,1,0,0,0,1.0
hrs_22983233,2m1f,3414,17f,1,0,0,1,0,0.0
hrs_22983233,3m3½f,5496,27.5f,1,0,0,0,0,0.0
hrs_22983233,3m1½f,5168,25.5f,1,0,0,0,1,0.0
hrs_28707049,3m,4791,24f,3,0,1,1,0,0.0
hrs_28707049,3m2f,5276,26f,2,0,1,0,0,0.0
hrs_28707049,3m4½f,5721,28.5f,2,1,0,0,0,0.5
hrs_28707049,2m3f,3788,19f,1,0,1,0,0,0.0
hrs_28707049,2m6f,4426,22f,1,0,0,0,0,0.0
hrs_28707049,2m1f,3420,17f,1,0,0,0,0,0.0
hrs_28707049,3m1f,5029,25f,1,0,0,0,1,0.0
hrs_28707049,2m,3219,16f,1,0,0,0,0,0.0
hrs_28707049,2m7f,4592,23f,1,1,0,0,0,1.0
hrs_28707049,3m5f,5856,29f,1,0,0,0,0,0.0
hrs_28707049,2m7½f,4727,23.5f,1,0,0,0,0,0.0
hrs_28707049,2m½f,3369,16.5f,1,0,1,0,0,0.0
hrs_28707049,2m2½f,3722,18.5f,1,0,0,0,1,0.0
hrs_22738604,3m2f,5230,26f,2,0,1,0,0,0.0
hrs_22738604,3m1f,5079,25f,2,2,0,0,0,1.0
hrs_22738604,2m7½f,4715,23.5f,2,1,1,0,0,0.5
hrs_22738604,2m4f,4032,20f,2,0,1,0,1,0.0
hrs_22738604,3m,4791,24f,2,0,0,0,0,0.0
hrs_22738604,2m1f,3420,17f,1,1,0,0,0,1.0
hrs_22738604,2m4½f,4080,20.5f,1,1,0,0,0,1.0
hrs_22738604,2m,3229,16f,1,1,0,0,0,1.0
hrs_22738604,4m,6397,32f,1,0,0,1,0,0.0
hrs_22738604,3m4½f,5721,28.5f,1,0,0,0,1,0.0
hrs_24194744,2m4f,4023,20f,3,0,0,2,0,0.0
hrs_24194744,2m7½f,4747,23.5f,2,0,0,0,0,0.0
hrs_24194744,3m,4822,24f,2,0,0,0,0,0.0
hrs_24194744,2m3½f,3912,19.5f,1,0,0,0,0,0.0
hrs_24194744,2m,3219,16f,1,0,1,0,0,0.0
hrs_24194744,2m½f,3282,16.5f,1,1,0,0,0,1.0
hrs_24194744,2m7f,4650,23f,1,1,0,0,0,1.0
hrs_24194744,2m6½f,4511,22.5f,1,0,1,0,0,0.0
hrs_24194744,3m2f,5230,26f,1,0,0,0,0,0.0
hrs_24194744,2m5½f,4341,21.5f,1,0,0,0,0,0.0
hrs_24194744,3m½f,4905,24.5f,1,0,0,0,1,0.0
hrs_24494029,2m4f,3973,20f,4,0,1,2,0,0.0
hrs_24494029,2m½f,3343,16.5f,2,0,0,1,0,0.0
hrs_24494029,2m6f,4446,22f,2,2,0,0,0,1.0
hrs_24494029,2m7½f,4700,23.5f,2,0,0,2,0,0.0
hrs_24494029,3m½f,4923,24.5f,1,0,0,0,0,0.0
hrs_24494029,2m,3219,16f,1,0,0,1,0,0.0
hrs_24494029,1m7½f,3119,15.5f,1,0,0,0,0,0.0
hrs_24494029,3m,4874,24f,1,0,0,0,0,0.0
hrs_24494029,3m2f,5230,26f,1,0,0,0,0,0.0
hrs_24494029,2m6½f,4561,22.5f,1,1,0,0,0,1.0
hrs_33774545,2m4f,3980,20f,4,1,1,1,0,0.25
hrs_33774545,2m6½f,4564,22.5f,1,0,1,0,0,0.0
hrs_33774545,2m½f,3283,16.5f,1,1,0,0,0,1.0
hrs_33774545,2m2½f,3722,18.5f,1,0,0,1,0,0.0
hrs_33774545,2m5f,4211,21f,1,1,0,0,0,1.0
hrs_33774545,3m2f,5230,26f,1,0,0,0,0,0.0
hrs_33774545,2m1f,3410,17f,1,0,0,0,0,0.0
hrs_33774545,2m4½f,4128,20.5f,1,1,0,0,0,1.0
hrs_33774545,2m,3174,16f,1,0,1,0,0,0.0
hrs_18333259,2m7½f,4705,23.5f,6,2,1,0,1,0.33
hrs_18333259,3m,4822,24f,3,0,1,0,0,0.0
hrs_18333259,3m½f,4905,24.5f,2,0,0,0,0,0.0
hrs_18333259,2m,3184,16f,2,0,1,0,0,0.0
hrs_18333259,2m4f,4023,20f,1,1,0,0,0,1.0
hrs_18333259,3m2f,5230,26f,1,0,0,0,0,0.0
hrs_18333259,3m6f,6018,30f,1,0,0,0,0,0.0
hrs_21035721,2m,3219,16f,6,1,0,3,1,0.17
hrs_21035721,3m,4828,24f,4,1,0,1,0,0.25
hrs_21035721,2m4f,4023,20f,4,1,2,1,0,0.25
hrs_21035721,3m2f,5230,26f,2,0,0,0,1,0.0
hrs_21035721,2m5f,4265,21f,2,0,1,0,0,0.0
hrs_21035721,2m½f,3310,16.5f,2,1,0,1,0,0.5
hrs_21035721,3m5f,5834,29f,2,0,0,0,0,0.0
hrs_21035721,2m3½f,3959,19.5f,1,0,0,0,0,0.0
hrs_21035721,2m4½f,4096,20.5f,1,0,0,0,0,0.0
hrs_21035721,2m5½f,4322,21.5f,1,0,0,0,0,0.0
hrs_21035721,3m1f,5020,25f,1,0,0,0,0,0.0
hrs_21035721,3m1½f,5130,25.5f,1,0,0,1,0,0.0
hrs_22568350,2m,3229,16f,9,3,3,1,0,0.33
hrs_22568350,2m½f,3314,16.5f,2,0,1,1,0,0.0
hrs_22568350,2m3f,3781,19f,2,0,0,0,1,0.0
hrs_22568350,2m4f,3993,20f,2,1,0,1,0,0.5
hrs_22568350,1m7½f,3154,15.5f,2,0,2,0,0,0.0
hrs_22568350,2m4½f,4124,20.5f,1,0,0,0,1,0.0
hrs_22568350,2m3½f,3900,19.5f,1,0,1,0,0,0.0
hrs_22568350,3m2f,5230,26f,1,0,0,0,0,0.0
hrs_22568350,2m6f,4400.0,22f,1,0,0,0,0,0.0
hrs_22568350,2m2f,3600.0,18f,1,0,0,0,1,0.0
hrs_23166031,2m5f,4242,21f,6,0,1,0,1,0.0
hrs_23166031,2m4½f,4128,20.5f,5,1,1,1,0,0.2
hrs_23166031,2m3f,3822,19f,2,0,0,0,0,0.0
hrs_23166031,2m4f,4055,20f,2,1,0,0,0,0.5
hrs_23166031,3m,4801,24f,2,1,0,0,1,0.5
hrs_23166031,2m6½f,4576,22.5f,2,1,0,1,0,0.5
hrs_23166031,3m2f,5230,26f,1,0,0,0,0,0.0
hrs_23166031,2m3½f,3903,19.5f,1,1,0,0,0,1.0
hrs_23166031,2m7½f,4705,23.5f,1,0,0,1,0,0.0
hrs_23198784,3m,4862,24f,6,2,1,0,0,0.33
hrs_23198784,3m½f,4964,24.5f,2,1,0,0,0,0.5
hrs_23198784,2m5f,4225,21f,2,0,1,0,1,0.0
hrs_23198784,2m½f,3282,16.5f,1,0,0,1,0,0.0
hrs_23198784,2m1½f,3570,17.5f,1,1,0,0,0,1.0
hrs_23198784,2m4f,4023,20f,1,1,0,0,0,1.0
hrs_23198784,3m2f,5230,26f,1,0,0,0,0,0.0
hrs_23198784,2m4½f,4131,20.5f,1,1,0,0,0,1.0
hrs_24593100,2m4f,4042,20f,6,3,1,2,0,0.5
hrs_24593100,2m,3219,16f,5,0,1,2,1,0.0
hrs_24593100,2m4½f,4160,20.5f,3,0,1,0,1,0.0
hrs_24593100,3m2f,5230,26f,1,0,0,0,0,0.0
hrs_24593100,2m6f,4434,22f,1,0,0,1,0,0.0
hrs_24593100,2m3½f,3959,19.5f,1,0,0,0,1,0.0
hrs_24593100,3m½f,4923,24.5f,1,0,0,0,0,0.0
hrs_24593100,2m7f,4627,23f,1,0,0,0,1,0.0
hrs_24665011,3m,4869,24f,3,1,0,0,0,0.33
hrs_24665011,2m6½f,4540,22.5f,2,1,0,1,0,0.5
hrs_24665011,3m2f,5230,26f,2,0,0,1,0,0.0
hrs_24665011,3m1½f,5080,25.5f,1,0,1,0,0,0.0
hrs_24665011,3m3½f,5540,27.5f,1,1,0,0,0,1.0
hrs_24665011,3m2½f,5294,26.5f,1,1,0,0,0,1.0
hrs_25213398,2m4f,4023,20f,4,1,0,0,0,0.25
hrs_25213398,3m2f,5230,26f,2,0,0,1,0,0.0
hrs_25213398,3m½f,4919,24.5f,2,0,1,1,0,0.0
hrs_25213398,2m6f,4426,22f,1,0,0,0,0,0.0
hrs_25213398,3m,4828,24f,1,1,0,0,0,1.0
hrs_25213398,3m4f,5652,28f,1,0,1,0,0,0.0
hrs_25213398,2m½f,3328,16.5f,1,0,0,0,0,0.0
hrs_25213398,2m4½f,4160,20.5f,1,0,0,1,0,0.0
hrs_25213398,2m,3219,16f,1,0,0,0,0,0.0
hrs_25213398,2m7f,4627,23f,1,0,0,0,0,0.0
hrs_25213398,3m1½f,5080,25.5f,1,0,1,0,0,0.0
hrs_25213398,3m1f,5029,25f,1,0,1,0,0,0.0
hrs_25213398,1m7½f,3138,15.5f,1,0,0,0,0,0.0
hrs_32982257,2m4f,4023,20f,2,0,1,0,0,0.0
hrs_32982257,2m7½f,4727,23.5f,1,0,0,0,0,0.0
hrs_32982257,2m6½f,4560,22.5f,1,0,1,0,0,0.0
hrs_32982257,2m5½f,4325,21.5f,1,0,0,0,1,0.0
hrs_32982257,3m,4822,24f,1,0,0,0,0,0.0
hrs_32982257,2m1f,3392,17f,1,0,1,0,0,0.0
hrs_32982257,3m3f,5432,27f,1,0,0,0,0,0.0
hrs_32982257,3m2f,5230,26f,1,0,0,0,0,0.0
hrs_32982257,2m2½f,3727,18.5f,1,1,0,0,0,1.0
hrs_32982257,2m½f,3311,16.5f,1,0,1,0,0,0.0
hrs_32982257,2m3½f,3875,19.5f,1,0,0,0,1,0.0
hrs_33165300,2m,3219,16f,2,0,1,1,0,0.0
hrs_33165300,2m6½f,4527,22.5f,2,0,0,2,0,0.0
hrs_33165300,2m4f,4023,20f,2,1,0,0,0,0.5
hrs_33165300,3m,4828,24f,2,1,0,0,0,0.5
hrs_33165300,2m5f,4225,21f,1,0,0,0,0,0.0
hrs_33165300,2m1f,3420,17f,1,0,0,0,0,0.0
hrs_33165300,2m4½f,4166,20.5f,1,0,0,0,0,0.0
hrs_33165300,2m7f,4627,23f,1,0,1,0,0,0.0
hrs_33165300,3m2f,5230,26f,1,0,0,0,0,0.0
hrs_21995491,7f,1409,7f,36,3,6,6,5,0.08
hrs_21995491,6f,1207,6f,16,4,5,1,1,0.25
hrs_21995491,1m,1609,8f,7,0,0,0,0,0.0
hrs_21995491,7½f,1496,7.5f,3,1,0,0,1,0.33
hrs_21995491,5f,1006,5f,1,0,0,0,0,0.0
hrs_19601526,1m,1609,8f,24,2,2,3,2,0.08
hrs_19601526,7f,1408,7f,17,3,3,2,2,0.18
hrs_19601526,6f,1207,6f,8,2,0,1,2,0.25
hrs_19601526,1m½f,1739,8.5f,5,1,1,1,0,0.2
hrs_19601526,1m1½f,1906,9.5f,3,0,0,0,1,0.0
hrs_19601526,1m1f,1842,9f,2,0,1,0,0,0.0
hrs_19601526,7½f,1496,7.5f,1,0,0,0,0,0.0
hrs_28533785,5f,1003,5f,19,3,3,5,2,0.16
hrs_28533785,6f,1207,6f,7,0,1,1,1,0.0
hrs_28533785,7f,1408,7f,3,0,0,1,0,0.0
hrs_28533785,5½f,1152,5.5f,1,0,0,0,0,0.0
hrs_27126848,7f,1411,7f,25,2,4,5,2,0.08
hrs_27126848,6f,1207,6f,6,1,1,1,1,0.17
hrs_27126848,1m1f,1846,9f,2,0,0,0,0,0.0
hrs_27126848,5½f,1156,5.5f,1,0,0,0,1,0.0
hrs_35137445,6f,1207,6f,10,1,2,1,1,0.1
hrs_35137445,7f,1411,7f,4,0,1,0,1,0.0
hrs_35137445,5f,1044,5f,2,0,1,0,1,0.0
hrs_35714434,6f,1207,6f,11,2,1,1,0,0.18
hrs_35714434,7f,1408,7f,4,0,1,0,0,0.0
hrs_35714434,5f,1025,5f,1,0,0,0,0,0.0
hrs_25939305,7f,1409,7f,14,0,2,2,3,0.0
hrs_25939305,6f,1202,6f,10,1,1,0,2,0.1
hrs_35069048,6f,1207,6f,14,1,1,1,2,0.07
hrs_35069048,7f,1411,7f,14,0,1,3,2,0.0
hrs_35069048,1m,1610,8f,3,0,0,2,1,0.0
hrs_35069048,5f,1006,5f,1,0,0,0,0,0.0
hrs_35069048,1m½f,1739,8.5f,1,0,0,0,1,0.0
hrs_35625660,7f,1408,7f,14,0,5,3,1,0.0
hrs_35625660,6f,1218,6f,5,1,0,0,1,0.2
hrs_35625660,1m,1609,8f,2,0,0,0,0,0.0
hrs_21648788,7f,1399,7f,37,7,1,7,1,0.19
hrs_21648788,1m,1610,8f,8,0,0,2,0,0.0
hrs_21648788,6f,1207,6f,7,0,0,0,1,0.0
hrs_21648788,5f,1012,5f,1,0,0,0,0,0.0
hrs_34572398,2m,3184,16f,5,0,0,3,1,0.0
hrs_34572398,2m4½f,4104,20.5f,1,0,0,0,1,0.0
hrs_34572398,2m1f,3450,17f,1,0,0,0,0,0.0
hrs_34572398,1m7½f,3131,15.5f,1,0,0,0,1,0.0
hrs_34572398,2m6f,4426,22f,1,0,0,0,0,0.0
hrs_34572398,2m4f,4011,20f,1,0,0,1,0,0.0
hrs_34572398,3m,4791,24f,1,0,0,0,0,0.0
hrs_34572398,2m7½f,4684,23.5f,1,1,0,0,0,1.0
hrs_29327018,3m,4791,24f,3,0,1,1,1,0.0
hrs_29327018,3m2f,5266,26f,3,1,0,0,2,0.33
hrs_29327018,2m,3262,16f,2,1,1,0,0,0.5
hrs_29327018,2m7½f,4753,23.5f,2,0,1,0,0,0.0
hrs_29327018,2m4f,4055,20f,2,0,0,0,0,0.0
hrs_29327018,2m5f,4196,21f,1,0,0,1,0,0.0
hrs_29327018,3m6f,6008,30f,1,0,1,0,0,0.0
hrs_29327018,2m5½f,4346,21.5f,1,0,0,0,0,0.0
hrs_29327018,3m½f,4905,24.5f,1,0,0,0,1,0.0
hrs_29327018,3m2½f,5346,26.5f,1,0,0,1,0,0.0
hrs_29327018,2m½f,3298,16.5f,1,0,0,0,0,0.0
hrs_18240376,2m4f,4037,20f,8,0,2,0,0,0.0
hrs_18240376,3m1½f,5094,25.5f,4,0,0,0,0,0.0
hrs_18240376,3m,4865,24f,3,0,2,1,0,0.0
hrs_18240376,2m3½f,3963,19.5f,3,0,0,1,0,0.0
hrs_18240376,2m7½f,4763,23.5f,2,0,0,1,0,0.0
hrs_18240376,2m,3261,16f,2,1,0,0,0,0.5
hrs_18240376,2m4½f,4080,20.5f,2,1,1,0,0,0.5
hrs_18240376,2m5½f,4276,21.5f,1,0,0,1,0,0.0
hrs_18240376,2m1f,3381,17f,1,0,0,0,1,0.0
hrs_35430696,2m7½f,4684,23.5f,2,1,0,0,1,0.5
hrs_35430696,2m4f,4021,20f,2,1,0,0,0,0.5
hrs_35430696,2m5f,4196,21f,1,0,0,0,0,0.0
hrs_35430696,2m4½f,4080,20.5f,1,0,0,0,0,0.0
hrs_26862318,2m,3262,16f,4,0,1,0,0,0.0
hrs_26862318,3m,4791,24f,4,0,1,1,2,0.0
hrs_26862318,2m4½f,4080,20.5f,3,0,0,0,0,0.0
hrs_26862318,2m1f,3381,17f,3,0,1,1,0,0.0
hrs_26862318,2m4f,4031,20f,3,0,0,0,0,0.0
hrs_26862318,3m½f,4883,24.5f,1,0,1,0,0,0.0
hrs_26862318,2m5f,4196,21f,1,0,0,0,0,0.0
hrs_26862318,2m3½f,3923,19.5f,1,0,0,0,0,0.0
hrs_26862318,2m7½f,4684,23.5f,1,0,0,0,0,0.0
hrs_26862318,3m3f,5440,27f,1,0,1,0,0,0.0
hrs_33479103,2m4f,4021,20f,2,0,0,0,0,0.0
hrs_33479103,3m,4852,24f,2,2,0,0,0,1.0
hrs_33479103,2m7½f,4684,23.5f,2,0,1,0,0,0.0
hrs_33479103,2m7f,4656,23f,1,0,0,0,0,0.0
hrs_12240809,2m7½f,4684,23.5f,9,0,2,1,0,0.0
hrs_12240809,3m,4816,24f,8,0,0,2,0,0.0
hrs_12240809,3m2f,5185,26f,6,1,2,1,0,0.17
hrs_12240809,3m½f,4892,24.5f,3,0,0,0,0,0.0
hrs_12240809,3m3f,5440,27f,2,0,0,0,0,0.0
hrs_12240809,2m1f,3381,17f,2,1,0,0,0,0.5
hrs_12240809,3m1f,5029,25f,2,0,0,0,2,0.0
hrs_12240809,2m,3261,16f,2,0,0,0,1,0.0
hrs_12240809,2m4f,4049,20f,2,1,0,0,1,0.5
hrs_12240809,1m,1609,8f,1,0,0,0,0,0.0
hrs_12240809,1m7½f,3131,15.5f,1,0,0,0,0,0.0
hrs_12240809,2m6½f,4564,22.5f,1,0,0,1,0,0.0
hrs_12240809,4m,6418,32f,1,0,0,1,0,0.0
hrs_12240809,2m6f,4426,22f,1,0,0,0,0,0.0
hrs_34788929,2m7½f,4684,23.5f,3,0,0,0,0,0.0
hrs_34788929,2m3½f,3878,19.5f,2,0,0,1,0,0.0
hrs_34788929,2m,3263,16f,1,0,0,0,0,0.0
hrs_34788929,2m6½f,4515,22.5f,1,0,0,0,0,0.0
hrs_34788929,2m4f,4049,20f,1,0,0,0,0,0.0
hrs_34788929,2m6f,4454,22f,1,0,0,0,0,0.0
hrs_34788929,3m,4852,24f,1,0,0,0,0,0.0
hrs_34073459,3m,4816,24f,5,0,0,2,2,0.0
hrs_34073459,2m7½f,4684,23.5f,4,0,0,1,0,0.0
hrs_34073459,2m5f,4196,21f,2,0,0,0,0,0.0
hrs_34073459,2m1f,3462,17f,1,0,0,0,1,0.0
hrs_34073459,3m1f,5029,25f,1,0,0,1,0,0.0
hrs_34073459,2m5½f,4308,21.5f,1,0,1,0,0,0.0
hrs_34073459,2m6f,4426,22f,1,0,0,0,0,0.0
hrs_33344843,2m7½f,4691,23.5f,4,1,0,0,0,0.25
hrs_33344843,2m,3219,16f,3,0,0,1,1,0.0
hrs_33344843,2m4f,4031,20f,2,1,0,0,1,0.5
hrs_33344843,3m½f,4892,24.5f,2,0,0,0,0,0.0
hrs_33344843,3m2f,5261,26f,1,0,0,0,0,0.0
hrs_33344843,3m,4852,24f,1,0,0,0,1,0.0
hrs_33344843,2m4½f,4115,20.5f,1,0,0,0,0,0.0
hrs_34557978,2m,3219,16f,3,0,0,0,0,0.0
hrs_34557978,2m7½f,4684,23.5f,2,0,0,0,0,0.0
hrs_34557978,3m,4852,24f,1,0,0,1,0,0.0
hrs_34557978,2m1f,3392,17f,1,0,0,0,0,0.0
hrs_23706907,2m7½f,4684,23.5f,5,1,0,0,0,0.2
hrs_23706907,2m,3263,16f,3,0,0,0,1,0.0
hrs_23706907,3m2f,5185,26f,2,0,0,1,0,0.0
hrs_23706907,2m4f,4055,20f,1,0,0,0,0,0.0
hrs_23706907,3m,4816,24f,1,0,0,0,1,0.0
hrs_23706907,2m½f,3270,16.5f,1,0,0,0,0,0.0
hrs_23706907,2m6½f,4564,22.5f,1,0,0,0,0,0.0
hrs_23706907,3m1½f,5094,25.5f,1,0,0,1,0,0.0
hrs_23706907,2m5½f,4308,21.5f,1,0,0,0,0,0.0
hrs_23706907,2m1f,3420,17f,1,0,0,1,0,0.0
hrs_27766431,2m4f,3994,20f,5,2,0,1,1,0.4
hrs_27766431,2m5f,4189,21f,4,2,0,1,0,0.5
hrs_27766431,2m1f,3381,17f,3,0,0,0,1,0.0
hrs_27766431,3m2½f,5284,26.5f,2,0,2,0,0,0.0
hrs_27766431,2m3½f,3883,19.5f,2,0,0,1,0,0.0
hrs_27766431,3m,4865,24f,2,0,0,1,0,0.0
hrs_27766431,2m4½f,4080,20.5f,2,0,0,1,0,0.0
hrs_27766431,2m7½f,4684,23.5f,1,0,0,0,0,0.0
hrs_27766431,2m½f,3333,16.5f,1,0,0,0,0,0.0
hrs_27766431,3m3f,5440,27f,1,0,1,0,0,0.0
hrs_27766431,3m½f,4883,24.5f,1,0,0,0,0,0.0
hrs_27766431,3m1f,5079,25f,1,0,0,0,0,0.0
hrs_32485229,2m3½f,3914,19.5f,3,0,0,0,0,0.0
hrs_32485229,2m5½f,4308,21.5f,3,0,0,0,1,0.0
hrs_32485229,3m1f,5038,25f,2,0,0,0,0,0.0
hrs_32485229,2m7½f,4710,23.5f,2,0,1,0,0,0.0
hrs_32485229,3m,4828,24f,2,0,0,0,0,0.0
hrs_32485229,2m7f,4641,23f,2,0,0,0,0,0.0
hrs_32485229,2m4½f,4150,20.5f,1,0,0,0,0,0.0
hrs_32485229,3m½f,4940,24.5f,1,0,0,0,0,0.0
hrs_32485229,2m3f,3822,19f,1,0,0,0,0,0.0
hrs_32485229,2m5f,4225,21f,1,0,0,0,1,0.0
hrs_32485229,3m2f,5221,26f,1,0,0,0,0,0.0
hrs_18143888,2m6f,4426,22f,5,4,0,0,0,0.8
hrs_18143888,2m5f,4256,21f,5,0,2,0,0,0.0
hrs_18143888,2m3f,3840,19f,4,0,1,2,0,0.0
hrs_18143888,2m½f,3310,16.5f,4,0,0,0,0,0.0
hrs_18143888,2m,3265,16f,3,0,0,1,0,0.0
hrs_18143888,2m4f,4008,20f,3,0,1,0,0,0.0
hrs_18143888,2m1f,3420,17f,2,0,0,0,0,0.0
hrs_18143888,2m4½f,4086,20.5f,2,0,0,1,0,0.0
hrs_18143888,2m5½f,4346,21.5f,2,0,1,0,1,0.0
hrs_18143888,3m,4828,24f,2,0,0,1,0,0.0
hrs_18143888,2m6½f,4517,22.5f,1,0,0,0,1,0.0
hrs_18143888,2m7½f,4684,23.5f,1,0,0,0,0,0.0
hrs_18143888,2m3½f,3914,19.5f,1,1,0,0,0,1.0
hrs_18143888,3m½f,4892,24.5f,1,0,0,0,0,0.0
hrs_18143888,3m1f,5029,25f,1,0,0,0,0,0.0
hrs_30541371,1m2f,2012,10f,8,2,0,1,1,0.25
hrs_30541371,1m,1608,8f,8,0,1,2,2,0.0
hrs_30541371,7f,1421,7f,7,0,0,1,1,0.0
hrs_30541371,6f,1207,6f,3,0,0,2,0,0.0
hrs_30541371,2m1f,3392,17f,2,0,0,0,0,0.0
hrs_30541371,1m4f,2435,12f,1,0,0,0,0,0.0
hrs_30541371,1m7½f,3131,15.5f,1,0,0,0,0,0.0
hrs_34814521,1m,1614,8f,8,0,2,1,0,0.0
hrs_34814521,1m2f,2050,10f,7,2,1,0,1,0.29
hrs_34814521,1m½f,1678,8.5f,2,0,0,0,0,0.0
hrs_34814521,1m1½f,1906,9.5f,1,0,0,1,0,0.0
hrs_34814521,1m3f,2234,11f,1,0,0,0,0,0.0
hrs_34814521,1m4f,2461,12f,1,0,0,1,0,0.0
hrs_35297388,1m2f,2050,10f,8,0,1,3,3,0.0
hrs_35297388,1m3f,2234,11f,3,0,0,0,0,0.0
hrs_35297388,1m4½f,2504,12.5f,3,0,0,1,0,0.0
hrs_35297388,1m1f,1811,9f,2,0,0,0,0,0.0
hrs_35297388,7f,1408,7f,1,0,0,0,0,0.0
hrs_37758217,1m,1622,8f,7,0,2,2,0,0.0
hrs_37758217,7f,1421,7f,6,0,0,0,1,0.0
hrs_37758217,1m2f,2012,10f,4,1,0,1,1,0.25
hrs_37758217,1m1½f,1906,9.5f,4,0,1,0,1,0.0
hrs_37758217,1m4f,2414,12f,3,0,0,0,1,0.0
hrs_37758217,6f,1222,6f,2,0,0,0,0,0.0
hrs_37758217,1m3f,2234,11f,1,0,0,0,0,0.0
hrs_37758217,1m3½f,2308,11.5f,1,1,0,0,0,1.0
hrs_37758217,1m5½f,2676,13.5f,1,0,0,1,0,0.0
hrs_31356388,1m4f,2414,12f,7,1,0,1,1,0.14
hrs_31356388,1m,1606,8f,5,0,1,0,0,0.0
hrs_31356388,1m3½f,2308,11.5f,5,0,1,1,0,0.0
hrs_31356388,1m2f,2050,10f,4,0,0,0,0,0.0
hrs_31356388,7f,1408,7f,2,0,1,0,0,0.0
