trainer_id,total_rides,horse_age,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
trn_138861,0,3,1167,66,79,93,116,0.7,0.06,-590.15
trn_138861,0,5,1119,109,130,139,107,0.83,0.1,-248.54
trn_138861,0,6,735,67,93,68,57,0.8,0.09,-176.81
trn_138861,0,7,457,49,44,49,49,0.93,0.11,-81.86
trn_138861,0,2,444,12,16,32,31,0.51,0.03,-332.0
trn_138861,0,8,176,10,11,24,32,0.51,0.06,-116.88
trn_138861,0,9,122,11,10,10,13,0.9,0.09,-38.55
trn_138861,0,10,51,4,4,7,9,0.79,0.08,1.0
trn_138861,0,12,12,2,2,1,1,2.07,0.17,14.0
trn_138861,0,11,5,0,0,0,0,0.0,0.0,-5.0
trn_116136,0,3,1325,71,93,121,145,0.7,0.05,-770.39
trn_116136,0,4,1181,100,106,103,117,0.89,0.08,-291.41
trn_116136,0,5,768,65,69,82,87,0.81,0.08,-144.66
trn_116136,0,2,623,37,61,49,67,0.73,0.06,-263.99
trn_116136,0,6,545,41,58,61,57,0.72,0.08,-216.21
trn_116136,0,7,384,40,24,25,37,1.12,0.1,-6.75
trn_116136,0,8,268,14,19,42,33,0.52,0.05,-166.24
trn_116136,0,9,130,12,15,6,18,0.97,0.09,-64.42
trn_116136,0,10,39,3,1,5,7,0.64,0.08,-30.87
trn_116136,0,11,23,1,3,2,4,0.42,0.04,-14.0
trn_116136,0,12,15,1,1,2,0,0.6,0.07,-12.62
trn_205551,0,3,3429,470,445,441,378,0.9,0.14,-486.99
trn_205551,0,4,2796,375,343,312,292,0.91,0.13,-387.34
trn_205551,0,5,2047,223,252,241,225,0.79,0.11,-388.97
trn_205551,0,2,1638,178,205,191,193,0.78,0.11,-550.12
trn_205551,0,6,1190,157,120,156,126,1.0,0.13,-0.92
trn_205551,0,7,925,93,92,108,114,0.8,0.1,-247.62
trn_205551,0,8,550,54,53,61,60,0.85,0.1,-124.42
trn_205551,0,9,362,33,35,42,47,0.75,0.09,-114.49
trn_205551,0,10,143,8,11,13,21,0.54,0.06,-97.5
trn_205551,0,11,21,3,1,6,3,1.51,0.14,0.33
trn_51552,0,3,1542,72,105,138,163,0.65,0.05,-498.63
trn_51552,0,4,1510,98,140,115,133,0.73,0.06,-413.19
trn_51552,0,5,1086,97,104,103,97,0.93,0.09,-220.45
trn_51552,0,6,855,53,74,97,77,0.64,0.06,-382.95
trn_51552,0,2,723,38,63,68,84,0.75,0.05,-173.08
trn_51552,0,7,584,42,54,56,52,0.79,0.07,-166.24
trn_51552,0,8,395,21,25,36,39,0.65,0.05,-174.64
trn_51552,0,9,289,20,20,20,35,0.91,0.07,-55.38
trn_51552,0,10,162,9,14,22,18,0.57,0.06,-83.0
trn_51552,0,11,40,0,2,4,2,0.0,0.0,-40.0
trn_51552,0,12,17,1,0,2,2,1.05,0.06,-2.0
trn_285003,0,7,330,56,51,37,34,1.03,0.17,-29.94
trn_285003,0,6,315,38,43,39,28,0.85,0.12,-142.16
trn_285003,0,5,292,26,17,26,38,0.9,0.09,-125.27
trn_285003,0,8,239,31,47,35,27,0.82,0.13,-60.62
trn_285003,0,4,155,11,8,10,12,0.93,0.07,-46.77
trn_285003,0,9,155,19,18,25,24,0.94,0.12,-45.54
trn_285003,0,3,68,5,6,6,7,0.89,0.07,-40.25
trn_285003,0,10,62,6,6,7,7,0.8,0.1,-25.67
trn_285003,0,11,24,0,3,6,3,0.0,0.0,-24.0
trn_285003,0,2,13,0,0,1,1,0.0,0.0,-13.0
trn_285003,0,12,6,1,0,0,0,2.16,0.17,0.5
trn_285003,0,13,3,0,0,0,0,0.0,0.0,-3.0
trn_201303,0,3,641,63,63,75,77,0.89,0.1,-55.63
trn_201303,0,4,470,47,41,52,43,0.8,0.1,-30.53
trn_201303,0,2,360,21,21,33,36,0.83,0.06,-159.21
trn_201303,0,5,336,45,36,36,34,0.94,0.13,-62.97
trn_201303,0,6,247,36,23,33,26,1.06,0.15,-56.64
trn_201303,0,8,213,26,15,23,24,1.05,0.12,3.79
trn_201303,0,7,195,25,25,17,21,1.01,0.13,-35.36
trn_201303,0,9,144,19,15,14,16,1.08,0.13,16.43
trn_201303,0,10,125,15,6,12,11,1.06,0.12,-4.0
trn_201303,0,11,48,9,5,6,2,1.91,0.19,53.5
trn_201303,0,12,23,3,2,2,3,1.15,0.13,-10.02
trn_201303,0,13,8,1,1,0,1,1.72,0.12,4.0
trn_201303,0,14,2,0,1,0,1,0.0,0.0,-2.0
trn_39879,0,4,2421,280,268,263,256,0.86,0.12,-770.61
trn_39879,0,5,2148,263,277,260,210,0.85,0.12,-494.53
trn_39879,0,3,1986,183,215,206,212,0.79,0.09,-648.33
trn_39879,0,6,1799,238,208,239,175,0.92,0.13,-371.55
trn_39879,0,7,1580,206,215,171,168,0.9,0.13,-157.36
trn_39879,0,8,1053,122,123,113,112,0.85,0.12,-282.59
trn_39879,0,2,955,69,80,103,99,0.84,0.07,-247.79
trn_39879,0,9,582,63,50,55,65,0.88,0.11,-146.14
trn_39879,0,10,333,29,34,38,35,0.69,0.09,-118.57
trn_39879,0,11,106,15,12,24,9,0.89,0.14,27.63
trn_39879,0,12,20,0,2,5,1,0.0,0.0,-20.0
trn_277803,0,3,711,66,66,57,72,0.93,0.09,-170.11
trn_277803,0,4,684,79,70,55,60,0.88,0.12,-265.13
trn_277803,0,5,462,42,53,49,46,0.69,0.09,-131.54
trn_277803,0,6,349,38,32,43,43,0.85,0.11,-107.11
trn_277803,0,2,305,20,14,21,29,1.04,0.07,18.86
trn_277803,0,7,166,15,21,12,17,0.82,0.09,-16.17
trn_277803,0,8,62,5,5,5,4,0.9,0.08,-32.25
trn_277803,0,9,33,3,3,5,6,0.83,0.09,-10.5
trn_277803,0,10,11,0,0,0,1,0.0,0.0,-11.0
trn_74286,0,5,296,27,25,31,30,0.93,0.09,-105.04
trn_74286,0,6,296,31,27,26,23,1.13,0.1,-25.43
trn_74286,0,4,276,26,29,27,29,0.86,0.09,-137.15
trn_74286,0,7,227,19,23,30,22,0.79,0.08,-110.92
trn_74286,0,8,199,25,18,25,19,1.14,0.13,-1.72
trn_74286,0,9,175,18,18,19,10,0.97,0.1,-35.97
trn_74286,0,3,163,13,16,15,17,0.82,0.08,-63.62
trn_74286,0,10,88,7,9,8,9,0.79,0.08,-25.42
trn_74286,0,2,50,1,2,2,9,0.43,0.02,-37.0
trn_74286,0,11,33,2,2,1,5,0.69,0.06,-14.5
trn_74286,0,12,15,0,2,2,2,0.0,0.0,-15.0
trn_74286,0,13,9,0,0,2,2,0.0,0.0,-9.0
trn_74286,0,14,4,0,0,2,1,0.0,0.0,-4.0
trn_37152,0,4,970,89,84,90,114,0.85,0.09,-404.4
trn_37152,0,5,951,81,71,69,89,0.78,0.09,-415.87
trn_37152,0,6,896,75,90,84,99,0.8,0.08,-317.49
trn_37152,0,7,762,60,84,77,76,0.73,0.08,-281.79
trn_37152,0,3,629,27,57,55,61,0.56,0.04,-346.87
trn_37152,0,8,571,57,49,57,65,0.9,0.1,-58.87
trn_37152,0,9,395,29,28,35,48,0.82,0.07,-152.74
trn_37152,0,2,183,6,7,10,15,0.52,0.03,-139.0
trn_37152,0,10,131,7,16,15,15,0.52,0.05,-64.95
trn_37152,0,11,88,1,7,7,9,0.15,0.01,-83.5
trn_37152,0,12,22,3,1,4,4,0.93,0.14,-8.75
trn_37152,0,13,11,2,1,0,2,1.77,0.18,-4.25
trn_37152,0,14,4,0,0,0,1,0.0,0.0,-4.0
trn_234891,0,4,913,54,73,69,92,0.71,0.06,-307.77
trn_234891,0,5,863,76,83,98,108,0.87,0.09,-72.63
trn_234891,0,3,848,58,79,92,75,0.81,0.07,-97.67
trn_234891,0,6,656,49,70,51,80,0.76,0.07,-262.35
trn_234891,0,7,528,40,51,55,56,0.79,0.08,-100.24
trn_234891,0,2,297,15,22,35,47,0.65,0.05,-152.31
trn_234891,0,8,279,20,21,25,41,0.77,0.07,-32.5
trn_234891,0,9,166,13,20,9,21,0.96,0.08,-21.75
trn_234891,0,10,69,7,5,1,7,1.31,0.1,16.0
trn_234891,0,11,23,2,2,1,1,1.05,0.09,-7.0
trn_234891,0,12,14,1,1,0,2,0.79,0.07,12.0
trn_234891,0,13,2,0,0,0,0,0.0,0.0,-2.0
trn_288,0,4,1187,101,113,94,106,0.88,0.09,-277.5
trn_288,0,3,1104,66,85,100,77,0.75,0.06,-506.07
trn_288,0,5,946,113,92,81,79,1.11,0.12,-27.39
trn_288,0,6,649,77,61,58,59,1.05,0.12,-5.77
