sire_id,sire_name,total_runners,class,runners,1st,2nd,3rd,4th,a/e,win_%,1_pl
sir_4494917,Papal Bull (GB),1537,Class 1,15,0,1,1,1,0.0,0.0,-15.0
sir_4494917,Papal Bull (GB),1537,Class 7,2,0,0,0,0,0.0,0.0,-2.0
sir_676046,Flemensfirth (USA),18264,,8842,855,847,802,797,0.81,0.1,-3269.97
sir_676046,Flemensfirth (USA),18264,Class 4,4003,542,504,500,456,0.86,0.14,-885.81
sir_676046,Flemensfirth (USA),18264,Class 5,1825,236,212,192,198,0.9,0.13,-202.97
sir_676046,Flemensfirth (USA),18264,Class 3,1590,240,213,188,190,0.92,0.15,-106.1
sir_676046,Flemensfirth (USA),18264,Class 1,830,96,84,75,73,0.94,0.12,-141.81
sir_676046,Flemensfirth (USA),18264,Class 2,603,76,81,66,57,0.85,0.13,-146.54
sir_676046,Flemensfirth (USA),18264,Class 6,570,90,84,73,59,0.89,0.16,-103.49
sir_676046,Flemensfirth (USA),18264,Class 7,1,0,0,0,0,0.0,0.0,-1.0
sir_4224962,Scorpion (IRE),6114,,2640,171,164,197,221,0.75,0.06,-1355.63
sir_4224962,Scorpion (IRE),6114,Class 4,1627,178,193,181,196,0.8,0.11,-616.45
sir_4224962,Scorpion (IRE),6114,Class 5,952,92,87,94,92,0.84,0.1,-320.43
sir_4224962,Scorpion (IRE),6114,Class 3,444,58,49,67,42,0.9,0.13,-148.66
sir_4224962,Scorpion (IRE),6114,Class 6,196,28,28,27,21,0.94,0.14,-46.89
sir_4224962,Scorpion (IRE),6114,Class 2,140,12,17,17,10,0.66,0.09,-79.84
sir_4224962,Scorpion (IRE),6114,Class 1,115,12,8,9,9,0.92,0.1,-31.64
sir_6126435,Proconsul (GB),286,Class 6,97,7,9,8,11,0.76,0.07,-48.77
sir_6126435,Proconsul (GB),286,Class 5,96,11,7,5,13,1.12,0.11,-49.22
sir_6126435,Proconsul (GB),286,Class 4,60,4,5,4,3,0.76,0.07,-47.59
sir_6126435,Proconsul (GB),286,,21,1,3,1,2,0.46,0.05,-17.25
sir_6126435,Proconsul (GB),286,Class 3,5,1,1,0,1,0.92,0.2,-2.5
sir_6126435,Proconsul (GB),286,Class 2,5,0,2,0,0,0.0,0.0,-5.0
sir_6126435,Proconsul (GB),286,Class 1,2,0,0,0,0,0.0,0.0,-2.0
sir_6838293,Castle Du Berlais (FR),252,,159,18,14,18,14,0.98,0.11,-40.0
sir_6838293,Castle Du Berlais (FR),252,Class 4,41,9,7,5,2,1.18,0.22,70.09
sir_6838293,Castle Du Berlais (FR),252,Class 5,18,2,1,2,2,0.82,0.11,-8.2
sir_6838293,Castle Du Berlais (FR),252,Class 3,16,2,2,2,2,0.62,0.12,0.5
sir_6838293,Castle Du Berlais (FR),252,Class 1,10,1,0,0,1,0.96,0.1,7.0
sir_6838293,Castle Du Berlais (FR),252,Class 2,8,2,2,0,0,1.46,0.25,-1.09
sir_4485502,Youmzain (IRE),1580,,1098,90,97,112,83,0.81,0.08,-324.87
sir_4485502,Youmzain (IRE),1580,Class 4,173,18,27,19,22,0.7,0.1,-22.51
sir_4485502,Youmzain (IRE),1580,Class 5,139,16,16,13,22,0.99,0.12,-49.85
sir_4485502,Youmzain (IRE),1580,Class 3,78,5,10,9,6,0.51,0.06,-29.0
sir_4485502,Youmzain (IRE),1580,Class 6,55,6,7,5,5,0.88,0.11,61.5
sir_4485502,Youmzain (IRE),1580,Class 2,22,3,2,1,0,1.47,0.14,18.5
sir_4485502,Youmzain (IRE),1580,Class 1,15,3,0,1,0,2.7,0.2,47.0
sir_5783750,Free Eagle (IRE),2029,,896,77,72,67,68,0.93,0.09,-23.39
sir_5783750,Free Eagle (IRE),2029,Class 5,429,57,41,59,44,0.99,0.13,-115.2
sir_5783750,Free Eagle (IRE),2029,Class 4,276,37,37,23,49,1.0,0.13,-66.75
sir_5783750,Free Eagle (IRE),2029,Class 6,225,30,31,25,25,0.9,0.13,-67.25
sir_5783750,Free Eagle (IRE),2029,Class 3,97,6,12,13,17,0.41,0.06,-73.27
sir_5783750,Free Eagle (IRE),2029,Class 2,78,7,9,8,5,0.89,0.09,-32.45
sir_5783750,Free Eagle (IRE),2029,Class 1,28,4,4,4,2,1.57,0.14,-7.07
sir_5928272,Fascinating Rock (IRE),889,,479,40,36,31,48,0.89,0.08,-95.44
sir_5928272,Fascinating Rock (IRE),889,Class 5,159,16,16,22,18,0.82,0.1,-23.72
sir_5928272,Fascinating Rock (IRE),889,Class 4,101,13,12,18,9,1.04,0.13,-5.06
sir_5928272,Fascinating Rock (IRE),889,Class 3,66,5,7,8,3,0.83,0.08,1.2
sir_5928272,Fascinating Rock (IRE),889,Class 6,50,5,5,7,2,0.75,0.1,-23.87
sir_5928272,Fascinating Rock (IRE),889,Class 2,18,0,1,3,1,0.0,0.0,-18.0
sir_5928272,Fascinating Rock (IRE),889,Class 1,16,1,3,1,1,0.97,0.06,-6.0
sir_3769220,Califet (FR),3170,,1721,181,155,143,135,0.93,0.11,-323.29
sir_3769220,Califet (FR),3170,Class 4,528,69,64,74,59,0.8,0.13,-267.47
sir_3769220,Califet (FR),3170,Class 5,470,59,53,46,53,0.93,0.13,-126.24
sir_3769220,Califet (FR),3170,Class 3,198,38,30,24,21,1.03,0.19,-26.31
sir_3769220,Califet (FR),3170,Class 1,125,12,6,16,15,0.8,0.1,-11.87
sir_3769220,Califet (FR),3170,Class 2,108,10,13,11,12,0.59,0.09,-61.55
sir_3769220,Califet (FR),3170,Class 6,20,3,1,1,5,0.74,0.15,-8.28
sir_3722383,Galileo (IRE),20088,,10655,1630,1329,1182,1035,0.88,0.15,-2614.94
sir_3722383,Galileo (IRE),20088,Class 4,2487,323,321,320,270,0.84,0.13,-738.93
sir_3722383,Galileo (IRE),20088,Class 5,2470,354,306,330,279,0.85,0.14,-485.95
sir_3722383,Galileo (IRE),20088,Class 1,1784,292,258,205,193,0.95,0.16,-414.91
sir_3722383,Galileo (IRE),20088,Class 3,1048,120,108,131,123,0.81,0.11,-327.84
sir_3722383,Galileo (IRE),20088,Class 2,997,91,78,94,85,0.79,0.09,-260.69
sir_3722383,Galileo (IRE),20088,Class 6,638,80,72,71,89,0.83,0.13,-220.36
sir_3722383,Galileo (IRE),20088,Class 7,9,1,0,0,0,0.86,0.11,-4.5
sir_5988269,Muhaarar (GB),3999,Class 5,1083,156,126,100,127,0.97,0.14,-121.55
sir_5988269,Muhaarar (GB),3999,,992,111,126,85,104,0.9,0.11,-49.24
sir_5988269,Muhaarar (GB),3999,Class 4,642,79,67,86,74,0.82,0.12,-148.22
sir_5988269,Muhaarar (GB),3999,Class 6,623,68,67,49,65,0.9,0.11,-164.62
sir_5988269,Muhaarar (GB),3999,Class 2,268,29,26,35,27,0.94,0.11,-29.54
sir_5988269,Muhaarar (GB),3999,Class 3,210,23,22,25,31,0.75,0.11,-61.94
sir_5988269,Muhaarar (GB),3999,Class 1,181,21,25,16,27,0.96,0.12,-5.47
sir_5152770,Showcasing (GB),10352,Class 5,2908,320,316,349,291,0.86,0.11,-762.13
sir_5152770,Showcasing (GB),10352,Class 6,2131,188,184,181,217,0.83,0.09,-515.8
sir_5152770,Showcasing (GB),10352,,2019,206,167,185,176,0.87,0.1,-557.36
sir_5152770,Showcasing (GB),10352,Class 4,1841,190,193,192,189,0.83,0.1,-592.69
sir_5152770,Showcasing (GB),10352,Class 3,649,59,64,70,72,0.78,0.09,-204.23
sir_5152770,Showcasing (GB),10352,Class 2,446,43,34,33,45,0.89,0.1,-47.5
sir_5152770,Showcasing (GB),10352,Class 1,335,34,34,43,19,0.92,0.1,-71.98
sir_5152770,Showcasing (GB),10352,Class 7,23,2,2,2,1,0.9,0.09,-12.5
sir_14902776,Magna Grecia (IRE),692,,240,7,11,14,22,0.42,0.03,-204.55
sir_14902776,Magna Grecia (IRE),692,Class 5,149,19,21,17,18,1.06,0.13,-9.91
sir_14902776,Magna Grecia (IRE),692,Class 6,140,9,15,23,9,0.56,0.06,-90.59
sir_14902776,Magna Grecia (IRE),692,Class 4,118,7,19,12,15,0.52,0.06,-74.67
sir_14902776,Magna Grecia (IRE),692,Class 2,28,1,2,2,3,0.4,0.04,-24.5
sir_14902776,Magna Grecia (IRE),692,Class 3,15,0,3,1,3,0.0,0.0,-15.0
sir_14902776,Magna Grecia (IRE),692,Class 1,2,0,0,0,0,0.0,0.0,-2.0
sir_5957371,Dartmouth (GB),260,Class 4,124,4,10,9,21,0.45,0.03,-95.5
sir_5957371,Dartmouth (GB),260,Class 5,105,8,7,7,7,1.05,0.08,0.66
sir_5957371,Dartmouth (GB),260,Class 3,12,0,1,1,2,0.0,0.0,-12.0
sir_5957371,Dartmouth (GB),260,Class 6,7,1,0,0,0,2.96,0.14,27.0
sir_5957371,Dartmouth (GB),260,,6,0,0,0,0,0.0,0.0,-6.0
sir_5957371,Dartmouth (GB),260,Class 2,5,0,0,0,0,0.0,0.0,-5.0
sir_5957371,Dartmouth (GB),260,Class 1,1,0,0,0,0,0.0,0.0,-1.0
sir_6312670,Almanzor (FR),1468,,845,73,86,69,70,0.75,0.09,-307.97
sir_6312670,Almanzor (FR),1468,Class 4,272,34,20,30,38,0.92,0.12,67.35
sir_6312670,Almanzor (FR),1468,Class 5,186,19,28,23,17,0.66,0.1,-74.2
sir_6312670,Almanzor (FR),1468,Class 3,58,2,7,9,7,0.29,0.03,-49.5
sir_6312670,Almanzor (FR),1468,Class 6,54,12,4,7,9,1.33,0.22,19.83
sir_6312670,Almanzor (FR),1468,Class 2,34,5,4,3,1,1.07,0.15,-6.32
sir_6312670,Almanzor (FR),1468,Class 1,19,2,2,3,3,0.86,0.11,-5.5
sir_6014925,Gleneagles (IRE),3761,,1372,163,150,130,133,0.92,0.12,-324.44
sir_6014925,Gleneagles (IRE),3761,Class 5,765,107,108,90,99,0.91,0.14,-204.83
sir_6014925,Gleneagles (IRE),3761,Class 4,664,75,79,80,98,0.77,0.11,-165.91
sir_6014925,Gleneagles (IRE),3761,Class 6,466,56,55,57,45,0.86,0.12,-39.61
sir_6014925,Gleneagles (IRE),3761,Class 3,216,30,31,23,30,0.87,0.14,-46.52
sir_6014925,Gleneagles (IRE),3761,Class 2,145,7,17,12,18,0.41,0.05,-96.25
sir_6014925,Gleneagles (IRE),3761,Class 1,133,14,16,20,16,0.89,0.11,-13.59
sir_4178412,Lord Du Sud (FR),931,,495,40,58,51,46,0.76,0.08,-140.08
sir_4178412,Lord Du Sud (FR),931,Class 4,165,11,27,19,20,0.51,0.07,-118.75
sir_4178412,Lord Du Sud (FR),931,Class 5,94,9,10,12,5,0.71,0.1,-41.67
sir_4178412,Lord Du Sud (FR),931,Class 3,85,11,20,19,12,0.66,0.13,-44.48
sir_4178412,Lord Du Sud (FR),931,Class 1,47,7,4,6,4,0.98,0.15,-22.53
sir_4178412,Lord Du Sud (FR),931,Class 2,42,3,5,9,4,0.48,0.07,-26.67
sir_4178412,Lord Du Sud (FR),931,Class 6,3,0,0,1,0,0.0,0.0,-3.0
sir_676165,Presenting (GB),23216,,10082,872,820,925,817,0.77,0.09,-4242.4
sir_676165,Presenting (GB),23216,Class 4,5487,719,743,645,594,0.85,0.13,-1725.92
sir_676165,Presenting (GB),23216,Class 5,2610,307,288,310,234,0.84,0.12,-770.32
sir_676165,Presenting (GB),23216,Class 3,2273,320,331,271,239,0.85,0.14,-559.42
sir_676165,Presenting (GB),23216,Class 6,1031,131,144,117,109,0.77,0.13,-316.38
sir_676165,Presenting (GB),23216,Class 1,897,72,77,86,85,0.76,0.08,-282.35
sir_676165,Presenting (GB),23216,Class 2,836,90,88,93,81,0.81,0.11,-237.14
sir_5063387,Air Chief Marshal (IRE),1967,,1687,117,150,134,130,0.76,0.07,-399.68
sir_5063387,Air Chief Marshal (IRE),1967,Class 3,70,13,10,12,8,1.2,0.19,13.26
sir_5063387,Air Chief Marshal (IRE),1967,Class 4,69,15,8,7,6,1.25,0.22,7.31
sir_5063387,Air Chief Marshal (IRE),1967,Class 5,51,8,10,6,3,0.83,0.16,-21.35
sir_5063387,Air Chief Marshal (IRE),1967,Class 2,43,4,4,2,4,0.9,0.09,-18.0
sir_5063387,Air Chief Marshal (IRE),1967,Class 1,31,7,3,1,3,1.41,0.23,-10.65
sir_5063387,Air Chief Marshal (IRE),1967,Class 6,16,4,1,2,2,3.34,0.25,32.25
sir_3207309,Craigsteel (GB),3392,,1336,83,90,105,119,0.7,0.06,-702.14
sir_3207309,Craigsteel (GB),3392,Class 4,932,117,99,129,97,0.86,0.13,-127.83
sir_3207309,Craigsteel (GB),3392,Class 5,493,65,54,55,50,0.96,0.13,-66.93
sir_3207309,Craigsteel (GB),3392,Class 3,280,30,36,21,39,0.82,0.11,-80.67
sir_3207309,Craigsteel (GB),3392,Class 6,157,29,23,23,14,1.18,0.18,27.34
sir_3207309,Craigsteel (GB),3392,Class 2,110,11,13,8,8,0.91,0.1,-27.88
sir_3207309,Craigsteel (GB),3392,Class 1,84,8,11,9,11,0.81,0.1,-4.88
sir_5835837,Libertarian (GB),414,,249,11,14,19,12,0.59,0.04,-174.34
sir_5835837,Libertarian (GB),414,Class 5,68,11,7,10,5,1.25,0.16,-14.72
sir_5835837,Libertarian (GB),414,Class 4,57,9,9,4,3,1.11,0.16,-8.5
sir_5835837,Libertarian (GB),414,Class 3,20,3,1,0,2,1.02,0.15,-8.87
sir_5835837,Libertarian (GB),414,Class 6,8,2,0,2,0,2.32,0.25,11.5
sir_5835837,Libertarian (GB),414,Class 2,7,0,0,2,0,0.0,0.0,-7.0
sir_5835837,Libertarian (GB),414,Class 1,5,0,0,0,2,0.0,0.0,-5.0
sir_4486727,Linda's Lad (GB),1107,,655,48,66,49,55,0.76,0.07,-258.27
sir_4486727,Linda's Lad (GB),1107,Class 4,211,24,18,23,32,0.96,0.11,13.48
sir_4486727,Linda's Lad (GB),1107,Class 5,141,13,7,12,14,0.93,0.09,-21.99
sir_4486727,Linda's Lad (GB),1107,Class 3,75,8,10,12,19,0.71,0.11,-28.75
sir_4486727,Linda's Lad (GB),1107,Class 2,12,1,1,3,1,0.77,0.08,-8.25
sir_4486727,Linda's Lad (GB),1107,Class 1,7,0,1,2,0,0.0,0.0,-7.0
sir_4486727,Linda's Lad (GB),1107,Class 6,6,0,3,1,1,0.0,0.0,-6.0
sir_3845786,Great Pretender (IRE),2993,,1614,183,154,153,150,0.93,0.11,-265.01
sir_3845786,Great Pretender (IRE),2993,Class 4,557,85,78,74,65,0.86,0.15,-122.87
sir_3845786,Great Pretender (IRE),2993,Class 5,274,39,41,31,22,0.89,0.14,-4.39
sir_3845786,Great Pretender (IRE),2993,Class 3,267,47,46,37,31,0.94,0.18,-60.4
sir_3845786,Great Pretender (IRE),2993,Class 1,149,20,17,21,11,0.8,0.13,-65.94
sir_3845786,Great Pretender (IRE),2993,Class 2,119,20,11,14,14,1.13,0.17,47.95
sir_3845786,Great Pretender (IRE),2993,Class 6,13,3,3,1,2,1.17,0.23,-2.74
sir_4494735,Sixties Icon (GB),5258,Class 5,1700,175,182,199,193,0.91,0.1,-203.87
sir_4494735,Sixties Icon (GB),5258,Class 6,1247,126,124,160,113,0.83,0.1,-316.44
sir_4494735,Sixties Icon (GB),5258,Class 4,1095,116,111,127,128,0.91,0.11,-337.9
sir_4494735,Sixties Icon (GB),5258,,486,45,34,40,39,0.85,0.09,-75.12
sir_4494735,Sixties Icon (GB),5258,Class 3,317,31,51,49,37,0.78,0.1,-105.58
sir_4494735,Sixties Icon (GB),5258,Class 2,230,13,27,22,26,0.58,0.06,-98.5
sir_4494735,Sixties Icon (GB),5258,Class 1,166,11,14,12,17,1.07,0.07,-19.0
sir_4494735,Sixties Icon (GB),5258,Class 7,17,1,2,3,0,0.64,0.06,-13.25
sir_5221342,No Risk At All (FR),2308,,1301,179,132,139,118,0.93,0.14,-241.8
sir_5221342,No Risk At All (FR),2308,Class 4,361,61,54,50,46,0.85,0.17,-56.49
sir_5221342,No Risk At All (FR),2308,Class 3,198,35,37,19,26,0.91,0.18,5.66
sir_5221342,No Risk At All (FR),2308,Class 5,198,27,24,17,32,0.82,0.14,-63.41
sir_5221342,No Risk At All (FR),2308,Class 1,127,20,16,15,17,1.03,0.16,-31.13
sir_5221342,No Risk At All (FR),2308,Class 2,102,9,12,18,10,0.61,0.09,97.0
sir_5221342,No Risk At All (FR),2308,Class 6,21,5,0,5,1,1.45,0.24,13.32
sir_5164208,Poet's Voice (GB),6319,Class 5,1786,183,184,218,190,0.82,0.1,-553.05
sir_5164208,Poet's Voice (GB),6319,,1331,86,113,108,121,0.64,0.06,-686.3
sir_5164208,Poet's Voice (GB),6319,Class 4,1224,138,163,147,119,0.87,0.11,-322.53
sir_5164208,Poet's Voice (GB),6319,Class 6,1062,127,117,105,74,0.98,0.12,-84.93
sir_5164208,Poet's Voice (GB),6319,Class 3,408,45,57,47,53,0.81,0.11,-170.2
sir_5164208,Poet's Voice (GB),6319,Class 2,360,25,35,27,31,0.62,0.07,-197.9
sir_5164208,Poet's Voice (GB),6319,Class 1,139,12,16,14,10,0.89,0.09,-65.83
sir_5164208,Poet's Voice (GB),6319,Class 7,9,0,0,1,0,0.0,0.0,-9.0
sir_4624228,Mount Nelson (GB),5571,,1460,124,127,135,128,0.83,0.08,-491.17
sir_4624228,Mount Nelson (GB),5571,Class 5,1311,147,167,132,147,0.9,0.11,-286.53
sir_4624228,Mount Nelson (GB),5571,Class 4,1170,122,132,164,128,0.76,0.1,-344.27
sir_4624228,Mount Nelson (GB),5571,Class 6,723,67,80,87,68,0.75,0.09,-182.96
sir_4624228,Mount Nelson (GB),5571,Class 3,381,43,64,48,35,0.78,0.11,-76.09
sir_4624228,Mount Nelson (GB),5571,Class 2,293,26,25,31,36,0.87,0.09,120.33
sir_4624228,Mount Nelson (GB),5571,Class 1,220,20,21,35,29,0.86,0.09,-53.28
sir_4624228,Mount Nelson (GB),5571,Class 7,13,1,2,0,2,0.87,0.08,-4.0
sir_4217458,Footstepsinthesand (GB),12519,,5422,523,530,500,510,0.87,0.1,-1561.65
sir_4217458,Footstepsinthesand (GB),12519,Class 5,2366,290,285,300,252,0.93,0.12,-511.83
sir_4217458,Footstepsinthesand (GB),12519,Class 6,1617,194,185,165,192,0.88,0.12,-320.43
sir_4217458,Footstepsinthesand (GB),12519,Class 4,1545,162,165,186,189,0.84,0.1,-438.78
sir_4217458,Footstepsinthesand (GB),12519,Class 3,621,66,64,77,65,0.94,0.11,-117.07
sir_4217458,Footstepsinthesand (GB),12519,Class 2,615,53,68,69,65,0.84,0.09,-143.29
sir_4217458,Footstepsinthesand (GB),12519,Class 1,309,19,33,37,40,0.6,0.06,-196.49
sir_4217458,Footstepsinthesand (GB),12519,Class 7,24,3,3,1,0,0.98,0.12,2.0
sir_6281926,Harzand (IRE),691,,341,36,36,36,38,0.93,0.11,-109.19
sir_6281926,Harzand (IRE),691,Class 5,134,11,13,15,13,0.68,0.08,-98.94
sir_6281926,Harzand (IRE),691,Class 4,90,21,15,12,10,1.12,0.23,19.71
sir_6281926,Harzand (IRE),691,Class 6,59,12,2,3,7,1.39,0.2,19.91
sir_6281926,Harzand (IRE),691,Class 3,30,2,5,1,3,0.47,0.07,-19.59
sir_6281926,Harzand (IRE),691,Class 2,25,3,0,3,3,1.13,0.12,31.75
sir_6281926,Harzand (IRE),691,Class 1,12,0,1,0,1,0.0,0.0,-12.0
sir_4209772,Malinas (GER),3336,,986,120,105,85,95,1.06,0.12,-199.01
sir_4209772,Malinas (GER),3336,Class 4,959,158,143,125,120,0.96,0.16,-129.15
sir_4209772,Malinas (GER),3336,Class 5,632,82,86,78,74,0.87,0.13,-79.69
sir_4209772,Malinas (GER),3336,Class 3,312,58,57,43,34,0.94,0.19,-22.37
sir_4209772,Malinas (GER),3336,Class 2,208,21,36,28,23,0.65,0.1,-83.67
sir_4209772,Malinas (GER),3336,Class 1,202,28,28,17,18,1.16,0.14,37.91
sir_4209772,Malinas (GER),3336,Class 6,37,3,5,4,4,0.63,0.08,-22.25
sir_6126946,Frontiersman (GB),105,Class 5,42,6,9,3,3,0.98,0.14,3.12
sir_6126946,Frontiersman (GB),105,Class 4,29,5,3,3,1,1.55,0.17,-5.88
sir_6126946,Frontiersman (GB),105,,11,3,1,3,2,2.08,0.27,6.58
sir_6126946,Frontiersman (GB),105,Class 6,8,1,0,1,2,0.98,0.12,7.0
sir_6126946,Frontiersman (GB),105,Class 2,7,2,1,0,1,2.6,0.29,10.0
sir_6126946,Frontiersman (GB),105,Class 1,5,0,0,0,1,0.0,0.0,-5.0
sir_6126946,Frontiersman (GB),105,Class 3,3,0,1,0,1,0.0,0.0,-3.0
sir_3814832,Rock Of Gibraltar (IRE),12945,,5781,544,534,570,514,0.84,0.09,-1461.95
sir_3814832,Rock Of Gibraltar (IRE),12945,Class 5,2349,245,263,261,259,0.81,0.1,-833.93
sir_3814832,Rock Of Gibraltar (IRE),12945,Class 4,1678,188,196,216,168,0.86,0.11,-424.81
sir_3814832,Rock Of Gibraltar (IRE),12945,Class 6,1547,151,154,161,157,0.8,0.1,-273.56
sir_3814832,Rock Of Gibraltar (IRE),12945,Class 2,636,50,56,61,45,0.76,0.08,-193.73
sir_3814832,Rock Of Gibraltar (IRE),12945,Class 3,587,65,69,74,67,0.85,0.11,-134.78
sir_3814832,Rock Of Gibraltar (IRE),12945,Class 1,332,27,46,36,43,0.73,0.08,-116.09
sir_3814832,Rock Of Gibraltar (IRE),12945,Class 7,35,4,1,2,2,1.05,0.11,-12.5
sir_4868829,Sea The Stars (IRE),8638,,3309,441,426,359,303,0.84,0.13,-880.4
sir_4868829,Sea The Stars (IRE),8638,Class 5,1621,286,246,212,186,0.89,0.18,-451.35
sir_4868829,Sea The Stars (IRE),8638,Class 4,1421,235,201,177,178,0.88,0.17,-337.8
sir_4868829,Sea The Stars (IRE),8638,Class 1,694,124,93,91,92,0.94,0.18,-181.2
sir_4868829,Sea The Stars (IRE),8638,Class 2,570,75,85,64,65,0.82,0.13,-79.73
sir_4868829,Sea The Stars (IRE),8638,Class 3,527,102,86,59,66,0.96,0.19,-64.1
sir_4868829,Sea The Stars (IRE),8638,Class 6,494,68,57,55,45,0.94,0.14,-79.16
sir_4868829,Sea The Stars (IRE),8638,Class 7,2,1,0,0,0,2.4,0.5,4.0
sir_10465427,Ghaiyyath (IRE),112,Class 4,35,2,4,7,5,0.4,0.06,-28.43
sir_10465427,Ghaiyyath (IRE),112,Class 5,30,6,3,3,4,0.96,0.2,32.95
sir_10465427,Ghaiyyath (IRE),112,,28,4,2,3,6,1.0,0.14,28.5
sir_10465427,Ghaiyyath (IRE),112,Class 2,11,2,1,0,2,1.57,0.18,0.0
sir_10465427,Ghaiyyath (IRE),112,Class 3,4,1,1,1,0,1.22,0.25,-1.9
sir_10465427,Ghaiyyath (IRE),112,Class 1,2,0,1,0,0,0.0,0.0,-2.0
sir_10465427,Ghaiyyath (IRE),112,Class 6,2,0,0,0,1,0.0,0.0,-2.0
sir_5493992,Camelot (GB),6458,,3105,349,337,304,307,0.83,0.11,-883.81
sir_5493992,Camelot (GB),6458,Class 5,1040,123,109,131,126,0.87,0.12,-369.95
sir_5493992,Camelot (GB),6458,Class 4,932,122,107,106,119,0.88,0.13,-274.86
sir_5493992,Camelot (GB),6458,Class 6,413,63,49,48,45,0.99,0.15,-56.22
sir_5493992,Camelot (GB),6458,Class 2,371,42,37,43,35,0.93,0.11,-99.99
sir_5493992,Camelot (GB),6458,Class 3,336,30,44,52,37,0.62,0.09,-158.46
sir_5493992,Camelot (GB),6458,Class 1,261,18,29,31,45,0.55,0.07,-140.33
sir_4127830,Dubawi (IRE),14737,,5556,866,644,584,542,0.98,0.16,9.4
sir_4127830,Dubawi (IRE),14737,Class 5,2513,541,364,298,263,0.94,0.22,-284.46
sir_4127830,Dubawi (IRE),14737,Class 4,2289,454,322,254,254,0.92,0.2,-222.13
sir_4127830,Dubawi (IRE),14737,Class 1,1397,248,204,170,149,0.98,0.18,68.85
sir_4127830,Dubawi (IRE),14737,Class 2,1211,172,148,115,109,0.92,0.14,-201.59
sir_4127830,Dubawi (IRE),14737,Class 3,1039,192,142,115,136,0.92,0.18,-118.82
sir_4127830,Dubawi (IRE),14737,Class 6,720,114,67,72,81,1.02,0.16,-25.26
sir_4127830,Dubawi (IRE),14737,Class 7,12,0,1,0,0,0.0,0.0,-12.0
sir_9923655,Sioux Nation (USA),1676,,670,71,67,69,68,0.9,0.11,-86.81
sir_9923655,Sioux Nation (USA),1676,Class 5,303,60,49,35,27,1.06,0.2,-25.76
sir_9923655,Sioux Nation (USA),1676,Class 4,254,29,31,38,29,0.75,0.11,-47.24
sir_9923655,Sioux Nation (USA),1676,Class 6,221,33,30,24,21,0.92,0.15,60.16
sir_9923655,Sioux Nation (USA),1676,Class 2,88,13,7,10,10,1.22,0.15,-25.27
sir_9923655,Sioux Nation (USA),1676,Class 3,80,12,11,11,8,1.08,0.15,-22.53
sir_9923655,Sioux Nation (USA),1676,Class 1,60,6,5,8,5,0.97,0.1,-24.34
sir_5566554,Pearl Secret (GB),733,Class 5,253,21,19,30,31,0.89,0.08,53.68
sir_5566554,Pearl Secret (GB),733,Class 6,183,20,21,19,22,0.86,0.11,12.58
sir_5566554,Pearl Secret (GB),733,,131,11,12,10,12,0.85,0.08,-54.87
sir_5566554,Pearl Secret (GB),733,Class 4,101,12,7,6,11,1.06,0.12,28.24
sir_5566554,Pearl Secret (GB),733,Class 2,31,4,1,0,1,1.79,0.13,14.0
sir_5566554,Pearl Secret (GB),733,Class 3,19,2,4,1,2,0.81,0.11,12.1
sir_5566554,Pearl Secret (GB),733,Class 1,15,0,0,1,2,0.0,0.0,-15.0
sir_9602586,Havana Grey (GB),2544,Class 5,641,93,87,88,90,0.9,0.15,-223.71
sir_9602586,Havana Grey (GB),2544,Class 4,507,69,76,72,60,0.85,0.14,-143.42
sir_9602586,Havana Grey (GB),2544,Class 6,477,69,68,48,43,0.95,0.14,-38.34
sir_9602586,Havana Grey (GB),2544,,363,36,37,36,32,0.83,0.1,-85.65
sir_9602586,Havana Grey (GB),2544,Class 2,206,24,17,20,25,0.95,0.12,-31.0
sir_9602586,Havana Grey (GB),2544,Class 3,188,30,37,23,14,1.01,0.16,-0.36
sir_9602586,Havana Grey (GB),2544,Class 1,162,20,15,22,16,0.97,0.12,-1.74
sir_10246215,Invincible Army (IRE),694,Class 5,197,26,26,23,19,0.97,0.13,-70.61
sir_10246215,Invincible Army (IRE),694,,162,12,12,4,16,0.8,0.07,-62.02
sir_10246215,Invincible Army (IRE),694,Class 4,131,16,20,13,15,0.86,0.12,-65.21
sir_10246215,Invincible Army (IRE),694,Class 6,115,13,15,14,13,0.93,0.11,-19.37
sir_10246215,Invincible Army (IRE),694,Class 3,39,6,6,4,4,1.16,0.15,-3.13
sir_10246215,Invincible Army (IRE),694,Class 2,35,6,4,2,2,1.48,0.17,7.85
sir_10246215,Invincible Army (IRE),694,Class 1,15,0,2,0,1,0.0,0.0,-15.0
sir_4677225,Lawman (FR),9394,,3908,330,325,327,330,0.81,0.08,-940.48
sir_4677225,Lawman (FR),9394,Class 5,1821,170,212,222,214,0.74,0.09,-613.3
sir_4677225,Lawman (FR),9394,Class 6,1313,122,120,135,134,0.83,0.09,-317.85
sir_4677225,Lawman (FR),9394,Class 4,1261,130,140,152,150,0.85,0.1,-351.96
sir_4677225,Lawman (FR),9394,Class 2,454,39,50,39,50,0.83,0.09,-40.17
sir_4677225,Lawman (FR),9394,Class 3,443,36,51,60,56,0.66,0.08,-208.63
sir_4677225,Lawman (FR),9394,Class 1,167,15,18,19,18,0.89,0.09,-14.67
sir_4677225,Lawman (FR),9394,Class 7,27,0,0,1,1,0.0,0.0,-27.0
